StockCode,NewDescription,TotalSales,TotalVolume,UnitPrice,CustomerInteraction,CountryChannels,FirstPurchasedDate,LastPurchasedDate
23167,SMALL CERAMIC TOP STORAGE JAR ,4476.009999999999,5847,1.0025210084033613,129,11,2011-05-11 14:14:00,2011-12-09 12:00:00
23168,CLASSIC CAFE SUGAR DISPENSER,4559.92,3292,1.7759475218658891,140,8,2011-05-12 08:42:00,2011-12-09 12:00:00
23169,CLASSIC GLASS COOKIE JAR,6671.14,1558,4.720473186119874,203,9,2011-05-12 10:10:00,2011-12-06 17:49:00
23170,REGENCY TEA PLATE ROSES ,11117.05,6869,2.0747533632286994,224,15,2011-05-10 10:34:00,2011-12-09 10:26:00
23171,REGENCY TEA PLATE GREEN ,10051.99,6247,2.128433420365535,195,14,2011-05-10 10:34:00,2011-12-09 10:26:00
23172,REGENCY TEA PLATE PINK,6360.909999999999,3871,2.066470588235294,160,14,2011-05-10 10:34:00,2011-12-09 10:26:00
23173,REGENCY TEAPOT ROSES ,24918.93,2770,11.108705882352941,248,17,2011-05-10 10:34:00,2011-12-09 10:20:00
23174,REGENCY SUGAR BOWL GREEN,12350.73,3057,4.793138461538462,190,18,2011-05-10 10:34:00,2011-12-08 09:28:00
23175,REGENCY MILK JUG PINK ,9600.15,3164,3.876897590361446,206,15,2011-05-10 10:34:00,2011-12-09 10:03:00
23176,ABC TREASURE BOOK BOX ,4697.58,2167,2.659606986899563,159,17,2011-03-02 12:10:00,2011-12-08 16:30:00
23177,TREASURE ISLAND BOOK BOX,5528.04,2535,2.6971062271062274,174,16,2011-03-02 12:10:00,2011-12-09 10:03:00
23178,JAM CLOCK MAGNET,943.9200000000001,330,3.323428571428572,50,9,2011-03-03 15:02:00,2011-12-09 09:07:00
23179,CLOCK MAGNET MUM'S KITCHEN,930.48,324,3.5243396226415094,36,8,2011-03-03 15:02:00,2011-12-08 15:31:00
23180,MUM'S KITCHEN CLOCK,621.09,122,5.939387755102041,29,5,2011-03-04 09:46:00,2011-12-08 19:24:00
23181,BULL DOG BOTTLE TOP WALL CLOCK,1733.57,201,9.421463414634145,60,5,2011-03-08 09:23:00,2011-12-09 10:26:00
23182,TOILET SIGN OCCUPIED OR VACANT,3718.0899999999997,3777,1.5163004484304932,140,5,2011-03-01 17:32:00,2011-12-09 12:00:00
23183,MOTHER'S KITCHEN SPOON REST ,967.17,226,4.879411764705883,45,7,2011-03-03 15:02:00,2011-12-09 10:03:00
23184,BULL DOG BOTTLE OPENER,4764.5,874,6.4533082706766915,129,9,2011-03-06 10:05:00,2011-12-09 10:03:00
23185,FRENCH STYLE STORAGE JAR JAM,116.58999999999999,323,0.3496875,27,2,2011-03-04 14:42:00,2011-12-06 13:42:00
23186,FRENCH STYLE STORAGE JAR CAFE ,819.4599999999999,1982,0.3409859154929577,57,5,2011-03-08 17:23:00,2011-12-07 08:45:00
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,0.3154666666666667,66,7,2011-03-08 12:05:00,2011-11-03 16:56:00
23188,VINTAGE  2 METER FOLDING RULER,6451.07,3473,1.9333038348082596,207,7,2011-06-14 09:43:00,2011-12-09 10:03:00
23189,SET OF 12 FORK CANDLES,3507.51,1249,3.3956338028169015,89,8,2011-08-03 15:38:00,2011-12-08 16:30:00
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2761.8999999999996,1702,1.7966009852216749,145,8,2011-05-09 16:35:00,2011-12-09 11:34:00
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3656.9399999999996,2218,1.8677474402730376,182,9,2011-05-10 08:58:00,2011-12-09 10:03:00
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6142.289999999999,3533,1.7722408963585432,224,11,2011-05-10 09:58:00,2011-12-08 12:07:00
23193,BUFFALO BILL TREASURE BOOK BOX,4097.28,1930,2.714640883977901,109,11,2011-03-02 12:10:00,2011-12-09 11:34:00
23194,GYMKHANA TREASURE BOOK BOX,4086.37,1839,2.7049321266968325,142,12,2011-03-02 12:10:00,2011-12-09 11:34:00
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2848.04,1876,1.7919480519480517,170,11,2011-06-23 11:51:00,2011-12-09 10:26:00
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2323.7999999999997,1492,1.9482539682539681,116,9,2011-06-23 11:51:00,2011-12-09 12:00:00
23198,PANTRY MAGNETIC  SHOPPING LIST,5068.4,3346,1.7967280163599182,259,15,2011-06-22 14:24:00,2011-12-09 10:26:00
23199,JUMBO BAG APPLES,30475.65,14920,2.568937246963563,344,15,2011-04-11 16:47:00,2011-12-09 12:19:00
23200,JUMBO BAG PEARS,14197.28,7071,2.4279235880398673,262,13,2011-05-06 15:40:00,2011-12-09 10:03:00
23201,JUMBO BAG ALPHABET,27890.170000000002,13379,2.390556768558952,396,17,2011-04-11 16:47:00,2011-12-09 12:19:00
23202,JUMBO BAG VINTAGE LEAF,21852.81,10962,2.2953543307086615,377,11,2011-05-06 15:40:00,2011-12-09 10:03:00
23203,JUMBO BAG VINTAGE DOILY ,42067.78,20503,2.27466773418735,505,15,2011-05-06 15:54:00,2011-12-09 09:38:00
23204,CHARLOTTE BAG APPLES DESIGN,7741.94,7976,1.1219453924914675,199,11,2011-04-11 16:47:00,2011-12-09 10:23:00
23205,CHARLOTTE BAG VINTAGE ALPHABET ,5728.08,5859,1.1478389830508473,201,10,2011-04-11 16:47:00,2011-12-09 12:16:00
23206,LUNCH BAG APPLE DESIGN,20911.98,12183,2.052082166199813,401,18,2011-04-11 16:47:00,2011-12-09 10:23:00
23207,LUNCH BAG ALPHABET DESIGN,13360.2,7851,1.986075619295958,377,13,2011-04-11 16:47:00,2011-12-09 10:23:00
23208,LUNCH BAG VINTAGE LEAF DESIGN,10498.01,6342,1.9316279069767441,305,13,2011-04-12 09:49:00,2011-12-09 10:23:00
23209,LUNCH BAG VINTAGE DOILY ,21450.17,13189,1.8233570792520035,469,16,2011-05-08 11:08:00,2011-12-08 17:54:00
23210,WHITE ROCKING HORSE HAND PAINTED,3617.78,2902,1.4615942028985507,115,13,2011-06-02 09:04:00,2011-12-09 10:51:00
23211,RED ROCKING HORSE HAND PAINTED,2933.07,2331,1.561341463414634,82,10,2011-06-02 09:37:00,2011-12-08 16:30:00
23212,HEART WREATH DECORATION WITH BELL,2865.89,2300,1.49,104,7,2011-06-02 09:04:00,2011-12-09 10:03:00
23213,STAR WREATH DECORATION WITH BELL,2139.67,1683,1.4850641025641025,95,8,2011-06-02 09:04:00,2011-12-09 10:03:00
23214,JINGLE BELL HEART ANTIQUE GOLD,1705.44,794,2.3782568807339453,79,6,2011-06-01 12:19:00,2011-12-08 12:07:00
23215,JINGLE BELL HEART ANTIQUE SILVER,7044.64,3567,2.2590740740740745,162,4,2011-06-01 12:19:00,2011-12-09 12:16:00
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,1.446888888888889,32,2,2011-06-02 09:37:00,2011-12-08 09:20:00
23217,LAUREL HEART ANTIQUE SILVER,1613.82,1309,1.5415151515151517,64,1,2011-06-02 09:37:00,2011-12-06 15:10:00
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,1.57225,27,3,2011-07-18 11:55:00,2011-12-08 09:20:00
23219,LAUREL STAR ANTIQUE SILVER ,568.6,430,1.52765625,41,3,2011-06-02 09:04:00,2011-12-08 09:20:00
23220,REINDEER HEART DECORATION GOLD,869.9799999999999,994,1.0803809523809524,55,4,2011-06-09 13:09:00,2011-12-09 10:03:00
23221,REINDEER HEART DECORATION SILVER,1363.87,1537,1.0746,85,8,2011-05-31 15:53:00,2011-12-08 16:30:00
23222,CHRISTMAS TREE HANGING GOLD,718.53,799,1.0467532467532468,49,4,2011-06-23 09:38:00,2011-12-08 15:41:00
23223,CHRISTMAS TREE HANGING SILVER ,751.8499999999999,803,1.0837362637362635,51,2,2011-06-23 09:38:00,2011-12-08 16:30:00
23224,CHERUB HEART DECORATION GOLD,649.02,738,1.0394366197183098,44,4,2011-06-02 09:04:00,2011-12-09 10:03:00
23225,CHERUB HEART DECORATION SILVER ,1177.0,1356,1.0910112359550561,46,5,2011-06-02 09:37:00,2011-12-08 16:30:00
23226,FILIGREE HEART DAISY WHITE,1596.67,1247,1.5736363636363635,56,6,2011-05-31 12:11:00,2011-12-05 12:30:00
23227,FILIGREE HEART BUTTERFLY WHITE ,2070.06,1642,1.5737606837606837,61,4,2011-05-26 12:00:00,2011-12-08 17:54:00
23228,FILIGREE HEART BIRD WHITE ,1960.0,1492,1.7907142857142857,58,4,2011-05-26 10:25:00,2011-12-08 16:30:00
23229,VINTAGE DONKEY TAIL GAME ,6739.71,1869,4.2430078125,186,14,2011-06-14 12:09:00,2011-12-09 12:16:00
23230,WRAP ALPHABET DESIGN,3228.42,8001,0.4173728813559322,178,12,2011-01-13 11:48:00,2011-12-08 14:14:00
23231,WRAP DOILEY DESIGN,3008.34,7277,0.41907692307692307,190,19,2011-01-12 15:06:00,2011-12-08 14:14:00
23232,WRAP VINTAGE LEAF DESIGN,3478.92,8626,0.4175308641975308,188,8,2011-01-17 12:31:00,2011-12-08 12:54:00
23233,WRAP POPPIES  DESIGN,2105.5,5175,0.41861635220125787,130,6,2011-01-16 13:18:00,2011-12-08 11:25:00
23234,BISCUIT TIN VINTAGE CHRISTMAS,5088.45,1725,3.375714285714286,201,12,2011-06-14 12:24:00,2011-12-09 10:03:00
23235,STORAGE TIN VINTAGE LEAF,1957.69,739,2.964814814814815,88,9,2011-06-08 12:44:00,2011-12-09 08:39:00
23236,STORAGE TIN VINTAGE DOILY ,7106.21,2509,3.269351032448377,203,20,2011-06-08 12:44:00,2011-12-08 16:30:00
23237,SET OF 4 KNICK KNACK TINS LEAF,4278.54,1054,4.250561797752809,131,12,2011-06-08 13:35:00,2011-12-09 12:09:00
23238,SET OF 4 KNICK KNACK TINS LONDON ,7825.56,1862,4.737368421052632,150,13,2011-06-07 14:03:00,2011-12-09 12:09:00
23239,SET OF 4 KNICK KNACK TINS POPPIES,3399.4900000000002,853,4.387096774193548,125,11,2011-06-08 12:44:00,2011-12-09 08:39:00
23240,SET OF 4 KNICK KNACK TINS DOILY ,17037.52,4186,4.4433454545454545,323,24,2011-06-07 13:10:00,2011-12-09 08:48:00
23241,TREASURE TIN GYMKHANA DESIGN,4709.07,2184,2.47644385026738,183,16,2011-06-08 12:49:00,2011-12-09 10:03:00
23242,TREASURE TIN BUFFALO BILL ,3037.11,1476,2.277085201793722,132,13,2011-06-08 12:49:00,2011-12-08 09:28:00
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23514.170000000002,4805,5.860274261603376,275,20,2011-06-08 08:12:00,2011-12-09 10:03:00
23244,ROUND STORAGE TIN VINTAGE LEAF,1733.9799999999998,936,2.089642857142857,87,11,2011-06-08 13:35:00,2011-12-08 16:30:00
23245,SET OF 3 REGENCY CAKE TINS,31177.95,6357,5.877074829931972,472,24,2011-06-08 12:02:00,2011-12-09 12:08:00
23247,BISCUIT TIN 50'S CHRISTMAS,6715.93,2206,3.280507936507937,231,13,2011-06-08 13:09:00,2011-12-09 10:03:00
23249,VINTAGE RED ENAMEL TRIM PLATE,1445.8999999999999,854,1.885121951219512,57,7,2011-06-14 10:00:00,2011-12-07 13:46:00
23250,VINTAGE RED TRIM ENAMEL BOWL ,1531.03,1179,1.4680909090909091,64,9,2011-06-14 10:00:00,2011-12-08 13:36:00
23251,VINTAGE RED ENAMEL TRIM MUG ,2107.0,1713,1.411322314049587,80,6,2011-06-14 10:00:00,2011-12-09 09:08:00
23252,VINTAGE RED ENAMEL TRIM JUG ,2276.61,607,4.03290780141844,104,8,2011-06-12 12:00:00,2011-12-08 13:50:00
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3848.8599999999997,258,17.148857142857143,44,9,2011-04-18 13:13:00,2011-12-08 12:50:00
23254,CHILDRENS CUTLERY DOLLY GIRL ,6932.16,1710,4.264853420195441,204,22,2011-04-07 11:30:00,2011-12-09 12:50:00
23255,CHILDRENS CUTLERY CIRCUS PARADE,4101.37,1015,4.345723270440252,116,17,2011-04-10 12:53:00,2011-12-09 12:50:00
23256,CHILDRENS CUTLERY SPACEBOY ,8675.37,2115,4.461390374331551,232,20,2011-04-07 11:30:00,2011-12-09 12:50:00
23263,SET OF 3 WOODEN HEART DECORATIONS,5184.69,3893,1.4427104722792607,269,11,2011-06-02 14:15:00,2011-12-08 16:30:00
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2694.56,1966,1.4942586750788645,177,12,2011-06-09 15:34:00,2011-12-09 10:03:00
23265,SET OF 3 WOODEN TREE DECORATIONS,2423.54,1784,1.4750473186119872,180,9,2011-06-09 15:34:00,2011-12-09 10:03:00
23266,SET OF 3 WOODEN STOCKING DECORATION,2757.57,2064,1.4510233918128654,201,9,2011-06-09 15:34:00,2011-12-09 10:03:00
23267,SET OF 4 SANTA PLACE SETTINGS,1531.95,1202,1.4116216216216215,79,10,2011-06-23 13:51:00,2011-12-08 15:49:00
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2019.59,1448,1.6883333333333332,68,11,2011-06-12 11:47:00,2011-11-20 11:09:00
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1163.1299999999999,786,1.7055670103092784,63,6,2011-06-12 11:47:00,2011-12-08 17:54:00
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1659.37,1183,1.499621212121212,96,9,2011-06-02 19:50:00,2011-12-09 10:51:00
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1499.3799999999999,1734,1.051682242990654,69,8,2011-06-13 15:44:00,2011-12-08 09:28:00
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,1.916818181818182,34,4,2011-06-22 11:30:00,2011-12-09 08:39:00
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1649.0499999999997,969,1.8786725663716815,88,8,2011-06-05 14:06:00,2011-12-08 16:30:00
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2009.9499999999998,1183,2.006747967479675,85,6,2011-06-05 14:06:00,2011-12-09 10:51:00
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4557.97,3749,1.4692375366568915,171,11,2011-06-02 12:37:00,2011-12-09 12:49:00
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1614.99,2024,1.0588679245283017,87,10,2011-05-09 16:35:00,2011-12-09 10:03:00
23281,FOLDING BUTTERFLY MIRROR RED  ,1000.82,1280,0.9803846153846153,56,9,2011-05-10 14:20:00,2011-12-08 18:51:00
23282,FOLDING BUTTERFLY MIRROR IVORY ,757.86,812,1.255912408759124,67,6,2011-05-09 16:35:00,2011-12-05 17:24:00
23283,DOORMAT VINTAGE LEAF,7003.38,994,8.65824034334764,146,9,2011-04-27 13:06:00,2011-12-08 19:29:00
23284,DOORMAT KEEP CALM AND COME IN,38166.64,5491,8.774136054421769,378,15,2011-04-27 12:57:00,2011-12-09 10:03:00
23285,PINK VINTAGE SPOT BEAKER,4572.41,4807,1.06703125,108,14,2011-06-12 13:17:00,2011-12-09 10:03:00
23286,BLUE VINTAGE SPOT BEAKER,4747.62,5048,1.03009009009009,125,14,2011-06-12 13:12:00,2011-12-08 09:28:00
23287,RED VINTAGE SPOT BEAKER,1613.59,1891,1.032128712871287,114,13,2011-06-13 16:33:00,2011-12-09 10:03:00
23288,GREEN VINTAGE SPOT BEAKER,4444.2300000000005,4625,1.0418817204301074,107,12,2011-06-12 13:17:00,2011-12-08 09:28:00
23289,DOLLY GIRL CHILDRENS BOWL,2013.7,1622,1.5367708333333334,111,14,2011-06-13 16:33:00,2011-12-08 09:20:00
23290,SPACEBOY CHILDRENS BOWL,2899.1000000000004,2437,1.4348372093023256,125,14,2011-06-13 16:33:00,2011-12-09 10:03:00
23291,DOLLY GIRL CHILDRENS CUP,2060.28,1635,1.5223350253807106,104,15,2011-06-13 16:33:00,2011-12-08 16:30:00
23292,SPACEBOY CHILDRENS CUP,2704.58,2182,1.530044642857143,113,15,2011-06-13 16:33:00,2011-12-09 10:03:00
23293,SET OF 12 FAIRY CAKE BAKING CASES,7001.99,8486,1.061832740213523,323,18,2011-07-12 15:56:00,2011-12-09 12:19:00
23294,SET OF 6 SNACK LOAF BAKING CASES,3631.0499999999997,4420,1.0847945205479452,214,15,2011-07-12 15:56:00,2011-12-09 10:03:00
23295,SET OF 12 MINI LOAF BAKING CASES,5078.429999999999,6140,1.1086593406593406,250,15,2011-07-12 15:56:00,2011-12-09 10:26:00
23296,SET OF 6 TEA TIME BAKING CASES,5988.05,4981,1.5235248041775458,243,16,2011-07-12 15:56:00,2011-12-08 19:57:00
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303,1.8389570552147239,123,14,2011-07-12 15:56:00,2011-11-22 16:47:00
23298,SPOTTY BUNTING,43182.83,8473,5.517167381974249,573,16,2011-05-04 13:57:00,2011-12-09 12:16:00
23299,FOOD COVER WITH BEADS SET 2 ,3784.13,1015,4.362094594594595,110,9,2011-05-04 13:57:00,2011-12-09 10:03:00
23300,GARDENERS KNEELING PAD CUP OF TEA ,11815.689999999999,6827,1.906416558861578,351,6,2011-05-15 11:43:00,2011-12-09 10:26:00
23301,GARDENERS KNEELING PAD KEEP CALM ,16357.05,8825,1.9420626349892007,405,9,2011-05-15 11:43:00,2011-12-09 11:26:00
23302,KNEELING MAT HOUSEWORK  DESIGN,2194.62,1544,1.8846186440677966,140,5,2011-05-15 15:31:00,2011-12-09 09:07:00
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,1.95,6,3,2011-10-26 13:22:00,2011-12-05 10:14:00
23304,SET 4 PICNIC CUTLERY CHERRY ,138.45,71,1.9500000000000002,9,3,2011-10-30 11:25:00,2011-12-06 12:09:00
23305,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,1.9500000000000002,9,3,2011-10-23 15:27:00,2011-12-06 12:09:00
23306,SET OF 36 DOILIES PANTRY DESIGN,4123.38,2808,1.8061290322580643,182,13,2011-06-05 11:29:00,2011-12-05 17:24:00
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6379.59,12063,0.6812844036697248,366,19,2011-06-03 12:07:00,2011-12-09 10:03:00
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3279.21,6151,0.6923857868020304,209,13,2011-06-05 14:06:00,2011-12-09 10:03:00
23309,SET OF 60 I LOVE LONDON CAKE CASES ,4527.2,8332,0.7388372093023255,178,8,2011-06-02 15:13:00,2011-12-09 10:03:00
23310,BUBBLEGUM RING ASSORTED,4997.28,12050,0.47804878048780486,146,10,2011-06-09 11:49:00,2011-12-09 10:03:00
23311,VINTAGE CHRISTMAS STOCKING ,6488.2,2390,2.9656772334293944,246,12,2011-07-14 13:28:00,2011-12-09 10:26:00
23312,VINTAGE CHRISTMAS GIFT SACK,5968.3,1424,4.450913242009133,168,7,2011-07-17 13:25:00,2011-12-09 10:26:00
23313,VINTAGE CHRISTMAS BUNTING,15833.310000000001,2997,5.541380145278451,254,9,2011-07-12 15:15:00,2011-12-09 12:19:00
23314,VINTAGE CHRISTMAS TABLECLOTH,5037.96,409,13.598571428571429,87,5,2011-07-15 10:44:00,2011-12-09 10:03:00
23315,IVORY REFECTORY CLOCK,2094.24,213,10.776511627906977,63,6,2011-06-23 18:44:00,2011-12-08 16:30:00
23316,RED REFECTORY CLOCK ,2511.59,251,11.09900900900901,75,10,2011-06-23 18:44:00,2011-12-08 15:31:00
23317,BLUE REFECTORY CLOCK ,1787.4099999999999,174,11.21156626506024,56,7,2011-06-26 13:46:00,2011-12-09 12:00:00
23318,BOX OF 6 MINI VINTAGE CRACKERS,9167.390000000001,3811,2.7403385416666666,270,12,2011-07-04 10:17:00,2011-12-09 12:19:00
23319,BOX OF 6 MINI 50'S CRACKERS,9266.84,3739,2.6480906921241054,300,15,2011-07-07 12:38:00,2011-12-09 12:19:00
23320,GIANT 50'S CHRISTMAS CRACKER,7072.16,2668,2.8023837209302327,260,9,2011-07-05 12:47:00,2011-12-09 11:34:00
23321,SMALL WHITE HEART OF WICKER,8473.269999999999,4737,1.7467228177641652,378,9,2011-06-09 12:21:00,2011-12-08 13:47:00
23322,LARGE WHITE HEART OF WICKER,8925.410000000002,3085,3.131646655231561,350,6,2011-06-12 12:01:00,2011-12-09 10:03:00
23323,WHITE WICKER STAR ,3155.1800000000003,1473,2.2493137254901963,210,5,2011-06-23 18:33:00,2011-12-09 10:03:00
23324,RUSTIC STRAWBERRY JAM POT LARGE ,816.0400000000001,399,2.209318181818182,38,4,2011-08-05 15:45:00,2011-12-05 17:28:00
23325,RUSTIC STRAWBERRY JAM POT SMALL,740.9399999999999,462,1.8145714285714285,27,4,2011-08-11 16:30:00,2011-11-27 15:38:00
23326,HANGING MINI COLOURED BOTTLES,2237.71,3443,2.6119480519480516,52,7,2011-08-11 12:53:00,2011-12-09 12:00:00
23327,HANGING CLEAR MINI BOTTLE,1051.14,1734,0.7871428571428571,33,3,2011-08-10 16:01:00,2011-12-05 16:05:00
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,13284.49,2845,4.835060532687652,195,9,2011-08-08 15:42:00,2011-12-09 12:31:00
23329,DECORATIVE WICKER HEART LARGE,3056.3399999999997,1778,1.7640996168582377,168,4,2011-08-07 15:43:00,2011-12-08 18:42:00
23330,DECORATIVE WICKER HEART MEDIUM,2299.47,1804,1.3590909090909091,158,4,2011-08-08 13:53:00,2011-12-08 18:42:00
23331,DECORATIVE WICKER HEART SMALL,1062.28,1596,0.781578947368421,67,2,2011-08-10 16:01:00,2011-12-08 18:42:00
23332,IVORY WICKER HEART LARGE,3570.7599999999998,2076,1.759833887043189,207,5,2011-08-07 15:43:00,2011-12-09 10:03:00
23333,IVORY WICKER HEART MEDIUM,2721.7,2110,1.3309236947791163,179,6,2011-08-08 14:37:00,2011-12-07 14:12:00
23334,IVORY WICKER HEART SMALL,1491.75,2271,0.7883823529411764,83,3,2011-08-08 14:37:00,2011-12-09 12:20:00
23335,EGG FRYING PAN IVORY ,792.86,378,2.326326530612245,62,5,2011-06-13 16:33:00,2011-12-08 13:45:00
23336,EGG FRYING PAN PINK ,521.33,226,2.598390804597701,46,4,2011-06-13 16:33:00,2011-12-09 10:03:00
23337,EGG FRYING PAN MINT ,388.75,180,2.287971014492754,49,3,2011-06-13 16:33:00,2011-12-08 16:30:00
23338,EGG FRYING PAN RED ,915.4000000000001,431,2.3390825688073393,62,4,2011-06-12 13:17:00,2011-12-09 12:20:00
23339,EGG FRYING PAN BLUE ,405.0,175,2.505974025974026,43,4,2011-06-13 16:33:00,2011-12-08 16:30:00
23340,VINTAGE CHRISTMAS CAKE FRILL,4053.8799999999997,2512,1.9569281045751632,112,3,2011-07-31 15:31:00,2011-12-09 10:03:00
23341,PINK DINER WALL CLOCK,2749.85,308,9.93122950819672,75,11,2011-06-24 09:22:00,2011-12-08 15:54:00
23342,MINT DINER WALL CLOCK,3193.41,375,8.829454545454546,105,10,2011-06-24 09:22:00,2011-12-07 12:19:00
23343,JUMBO BAG VINTAGE CHRISTMAS ,13978.95,6081,2.4152965235173824,286,11,2011-06-13 11:33:00,2011-12-09 12:19:00
23344,JUMBO BAG 50'S CHRISTMAS ,23815.75,10306,2.413128415300547,391,12,2011-06-15 13:25:00,2011-12-09 12:19:00
23345, DOLLY GIRL BEAKER,2891.25,2455,1.502122905027933,100,11,2011-07-24 16:13:00,2011-12-09 10:03:00
23346,SPACEBOY BEAKER,3117.34,2632,1.5157978723404257,106,12,2011-07-24 16:13:00,2011-12-08 16:30:00
23347,I LOVE LONDON BEAKER,1077.3,860,1.5569387755102042,51,7,2011-07-24 16:15:00,2011-12-09 10:03:00
23348,CHILDRENS TOY COOKING UTENSIL SET,1642.13,750,2.570982658959538,95,8,2011-04-18 13:49:00,2011-11-23 12:20:00
23349,ROLL WRAP VINTAGE CHRISTMAS,4355.1,3231,1.538448275862069,214,8,2011-08-04 15:23:00,2011-12-09 11:34:00
23350,ROLL WRAP VINTAGE SPOT ,3456.33,2721,1.4592675159235668,205,8,2011-08-04 15:23:00,2011-12-09 12:19:00
23351,ROLL WRAP 50'S CHRISTMAS,4880.65,3539,1.5081440443213299,242,10,2011-08-04 16:17:00,2011-12-09 10:26:00
23352,ROLL WRAP 50'S RED CHRISTMAS ,2462.95,1803,1.5092093023255815,151,6,2011-08-04 16:17:00,2011-12-09 10:26:00
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3517.5199999999995,4016,0.9968358208955224,227,11,2011-08-02 14:04:00,2011-12-09 12:19:00
23354,6 GIFT TAGS 50'S CHRISTMAS ,3431.89,3743,0.971355421686747,235,10,2011-08-02 14:04:00,2011-12-09 10:26:00
23355,HOT WATER BOTTLE KEEP CALM,28842.550000000003,5841,5.267962732919255,474,13,2011-08-22 13:32:00,2011-12-09 11:56:00
23356,LOVE HOT WATER BOTTLE,13494.970000000001,2386,6.19846,316,10,2011-08-22 12:52:00,2011-12-09 12:31:00
23357,HOT WATER BOTTLE SEX BOMB,1993.6000000000001,453,4.972761904761905,79,7,2011-08-21 15:17:00,2011-12-09 10:23:00
23358,HOT STUFF HOT WATER BOTTLE,2012.13,595,4.193555555555556,61,8,2011-08-21 15:17:00,2011-12-09 10:23:00
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1872.31,993,1.98575,73,4,2011-08-02 12:27:00,2011-12-08 13:18:00
23360,SET 8 CANDLES VINTAGE DOILY,2296.15,1187,2.0592436974789914,94,6,2011-08-02 11:33:00,2011-12-08 12:26:00
23365,SET 12 COLOUR PENCILS LOVE LONDON,1464.38,1859,0.7927428571428571,107,6,2011-09-22 12:13:00,2011-12-09 10:03:00
23366,SET 12 COLOURING PENCILS DOILY,1670.55,2253,0.8148241206030151,115,10,2011-09-22 11:46:00,2011-12-09 10:03:00
23367,SET 12 COLOUR PENCILS SPACEBOY ,2495.75,3285,0.7551903114186851,184,12,2011-09-22 11:46:00,2011-12-09 10:13:00
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1681.5,2382,0.7826359832635984,134,11,2011-09-22 12:45:00,2011-12-09 10:26:00
23369,SET 36 COLOUR PENCILS LOVE LONDON,1581.06,1105,1.4970542635658914,80,7,2011-09-22 12:13:00,2011-12-09 10:26:00
23370,SET 36 COLOURING PENCILS DOILY,2157.85,1555,1.529493670886076,86,9,2011-09-22 12:02:00,2011-12-09 10:26:00
23371,SET 36 COLOUR PENCILS SPACEBOY ,2313.53,1712,1.50953125,98,11,2011-09-22 12:02:00,2011-12-09 11:34:00
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1752.79,1391,1.6088235294117648,76,10,2011-09-22 13:51:00,2011-12-09 10:03:00
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1313.3899999999999,1608,0.9070999999999999,86,5,2011-08-02 14:04:00,2011-12-06 16:26:00
23374,RED SPOT PAPER GIFT BAG,1962.83,2456,0.867175572519084,108,7,2011-08-02 14:23:00,2011-12-08 13:45:00
23375,50'S CHRISTMAS PAPER GIFT BAG,1108.8899999999999,1352,0.9358653846153846,85,3,2011-08-22 10:39:00,2011-12-09 10:03:00
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1389.59,3051,0.5071875,104,3,2011-09-01 11:30:00,2011-12-09 12:19:00
23377,PACK OF 12 DOLLY GIRL TISSUES,593.62,1354,0.557007299270073,69,6,2011-09-04 12:41:00,2011-12-09 10:03:00
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1842.42,4003,0.46127659574468083,127,6,2011-09-01 11:30:00,2011-12-09 10:03:00
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220,0.5376623376623376,49,5,2011-09-05 12:00:00,2011-12-09 10:03:00
